Year,Category,Nominee,Additional Info,Won?,,,,,,
1939 (12th),Short Film (Animated),Detouring America,Warner Bros.,NO,,,,,,
1939 (12th),Short Film (Animated),Peace on Earth,Metro-Goldwyn-Mayer,NO,,,,,,
1939 (12th),Short Film (Animated),The Pointer,"Walt Disney, Producer",NO,,,,,,
1939 (12th),Short Film (Animated),The Ugly Duckling,"Walt Disney, Producer",YES,,,,,,
1939 (12th),Short Film (Live Action),Busy Little Bears,Paramount,YES,,,,,,
1939 (12th),Short Film (Live Action),Information Please,RKO Radio,NO,,,,,,
1939 (12th),Short Film (Live Action),Prophet without Honor,Metro-Goldwyn-Mayer,NO,,,,,,
1939 (12th),Short Film (Live Action),Sword Fishing,Warner Bros.,NO,,,,,,
1939 (12th),Short Film (Live Action),Drunk Driving,Metro-Goldwyn-Mayer,NO,,,,,,
1939 (12th),Short Film (Live Action),Five Times Five,RKO Radio,NO,,,,,,
1939 (12th),Short Film (Live Action),Sons of Liberty,Warner Bros.,YES,,,,,,
1939 (12th),Sound,Balalaika,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",NO,,,,,,
1939 (12th),Sound,Gone with the Wind,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",NO,,,,,,
1939 (12th),Sound,"Goodbye, Mr. Chips","Denham Studio Sound Department, A. W. Watkins, Sound Director",NO,,,,,,
1939 (12th),Sound,The Great Victor Herbert,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",NO,,,,,,
1939 (12th),Sound,The Hunchback of Notre Dame,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",NO,,,,,,
1939 (12th),Sound,Man of Conquest,"Republic Studio Sound Department, Charles L. Lootens, Sound Director",NO,,,,,,
1939 (12th),Sound,Mr. Smith Goes to Washington,"Columbia Studio Sound Department, John Livadary, Sound Director",NO,,,,,,
1939 (12th),Sound,Of Mice and Men,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",NO,,,,,,
1939 (12th),Sound,The Private Lives of Elizabeth and Essex,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",NO,,,,,,
1939 (12th),Sound,The Rains Came,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",NO,,,,,,
1939 (12th),Sound,When Tomorrow Comes,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",YES,,,,,,
1939 (12th),Writing,Bachelor Mother,Felix Jackson,NO,,,,,,
1939 (12th),Writing,Love Affair,"Mildred Cram, Leo McCarey",NO,,,,,,
1939 (12th),Writing,Mr. Smith Goes to Washington,Lewis R. Foster,YES,,,,,,
1939 (12th),Writing,Ninotchka,Melchior Lengyel,NO,,,,,,
1939 (12th),Writing,Young Mr. Lincoln,Lamar Trotti,NO,,,,,,
1939 (12th),Writing,Gone with the Wind,Sidney Howard,YES,,,,,,
1939 (12th),Writing,"Goodbye, Mr. Chips","R. C. Sherriff, Claudine West, Eric Maschwitz",NO,,,,,,
1939 (12th),Writing,Mr. Smith Goes to Washington,Sidney Buchman,NO,,,,,,
1939 (12th),Writing,Ninotchka,"Charles Brackett, Billy Wilder, Walter Reisch",NO,,,,,,
1939 (12th),Writing,Wuthering Heights,"Charles MacArthur, Ben Hecht",NO,,,,,,
1939 (12th),Honorary Award,"To Douglas Fairbanks (Commemorative Award) - recognizing the unique and outstanding contribution of Douglas Fairbanks, first President of the Academy, to the international development of the motion picture.",,YES,,,,,,
1939 (12th),Honorary Award,"To The Motion Picture Relief Fund - acknowledging the outstanding services to the industry during the past year of the Motion Picture Relief Fund and its progressive leadership. Presented to Jean Hersholt, President; Ralph Morgan, Chairman of the Executive Committee; Ralph Block, First Vice-President; and Conrad Nagel.",,YES,,,,,,
1939 (12th),Honorary Award,To Judy Garland for her outstanding performance as a screen juvenile during the past year.,,YES,,,,,,
1939 (12th),Honorary Award,To William Cameron Menzies for outstanding achievement in the use of color for the enhancement of dramatic mood in the production of Gone with the Wind.,,YES,,,,,,
1939 (12th),Honorary Award,To the Technicolor Company for its contributions in successfully bringing three-color feature production to the screen.,,YES,,,,,,
1939 (12th),Irving G. Thalberg Memorial Award,David O. Selznick,,YES,,,,,,
1939 (12th),Scientific and Technical (Technical Achievement Award),To GEORGE ANDERSON of Warner Bros. Studio for an improved positive head for sun arcs. [Lighting],,YES,,,,,,
1939 (12th),Scientific and Technical (Technical Achievement Award),To JOHN ARNOLD of Metro-Goldwyn-Mayer Studio for the M-G-M mobile camera crane. [Camera Cranes],,YES,,,,,,
1939 (12th),Scientific and Technical (Technical Achievement Award),"To THOMAS T. MOULTON, FRED ALBIN and the SOUND DEPARTMENT OF THE SAMUEL GOLDWYN STUDIO for the origination and application of the Delta db test to sound recording in motion pictures. [Laboratory]",,YES,,,,,,
1939 (12th),Scientific and Technical (Technical Achievement Award),"To FARCIOT EDOUART, JOSEPH E. ROBBINS, WILLIAM RUDOLPH and PARAMOUNT PICTURES, INC. for the design and construction of a quiet portable treadmill. [Stage Operations]",,YES,,,,,,
1939 (12th),Scientific and Technical (Technical Achievement Award),To EMERY HUSE and RALPH B. ATKINSON of the Eastman Kodak Company for their specifications for chemical analysis of photographic developers and fixing baths. [Laboratory],,YES,,,,,,
1939 (12th),Scientific and Technical (Technical Achievement Award),To HAROLD NYE of Warner Bros. Studio for a miniature incandescent spot lamp. [Lighting],,YES,,,,,,
1939 (12th),Scientific and Technical (Technical Achievement Award),To A. J. TONDREAU of Warner Bros. Studio for the design and manufacture of an improved sound track printer. [Laboratory],,YES,,,,,,
1939 (12th),Scientific and Technical (Technical Achievement Award),"For important contributions in cooperative development of new improved Process Projection Equipment: F. R. ABBOTT, HALLER BELT, ALAN COOK and the BAUSCH & LOMB OPTICAL COMPANY for faster projection lenses; The MITCHELL CAMERA COMPANY for a new type process projection head; MOLE-RICHARDSON COMPANY for a new type automatically controlled projection arc lamp; CHARLES HANDLEY, DAVID JOY and the NATIONAL CARBON COMPANY for improved and more stable high-intensity carbons; WINTON HOCH and the TECHNICOLOR MOTION PICTURE CORP. for an auxiliary optical system; DON MUSGRAVE and SELZNICK INTERNATIONAL PICTURES, INC. for pioneering in the use of coordinated equipment in the production, Gone with the Wind. [Special Photographic]",,YES,,,,,,
1939 (12th),Scientific and Technical (Special Awards),To the Technicolor Company for its contributions in successfully bringing three-color feature production to the screen.,,YES,,,,,,
1939 (12th),Special Effects (archaic category),Gone with the Wind,"John R. Cosgrove, Fred Albin, Arthur Johns",NO,,,,,,
1939 (12th),Special Effects (archaic category),Only Angels Have Wings,"Roy Davidson, Edwin C. Hahn",NO,,,,,,
1939 (12th),Special Effects (archaic category),The Private Lives of Elizabeth and Essex,"Byron Haskin, Nathan Levinson",NO,,,,,,
1939 (12th),Special Effects (archaic category),The Rains Came,"Fred Sersen, E. H. Hansen",YES,,,,,,
1939 (12th),Special Effects (archaic category),Topper Takes a Trip,Roy Seawright,NO,,,,,,
1939 (12th),Special Effects (archaic category),Union Pacific,"Farciot Edouart, Gordon Jennings, Loren Ryder",NO,,,,,,
1939 (12th),Special Effects (archaic category),The Wizard of Oz,"A. Arnold Gillespie, Douglas Shearer",NO,,,,,,
1938 (11th),Actor -- Leading Role,Charles Boyer,Algiers {'Pepe Le Moko'},NO,,,,,,
1938 (11th),Actor -- Leading Role,James Cagney,Angels with Dirty Faces {'Rocky Sullivan'},NO,,,,,,
1938 (11th),Actor -- Leading Role,Robert Donat,The Citadel {'Andrew Mason'},NO,,,,,,
1938 (11th),Actor -- Leading Role,Leslie Howard,Pygmalion {'Professor Henry Higgins'},NO,,,,,,
1938 (11th),Actor -- Leading Role,Spencer Tracy,Boys Town {'Father Flanagan'},YES,,,,,,
1938 (11th),Actor -- Supporting Role,Walter Brennan,Kentucky {'Peter Goodwin'},YES,,,,,,
1938 (11th),Actor -- Supporting Role,John Garfield,Four Daughters {'Mickey Borden'},NO,,,,,,
1938 (11th),Actor -- Supporting Role,Gene Lockhart,Algiers {'Regis'},NO,,,,,,
1938 (11th),Actor -- Supporting Role,Robert Morley,Marie Antoinette {'King Louis XVI'},NO,,,,,,
1938 (11th),Actor -- Supporting Role,Basil Rathbone,If I Were King {'Louis XI'},NO,,,,,,
1938 (11th),Actress -- Leading Role,Fay Bainter,White Banners {'Hannah'},NO,,,,,,
1938 (11th),Actress -- Leading Role,Bette Davis,Jezebel {'Julie Morrison'},YES,,,,,,
1938 (11th),Actress -- Leading Role,Wendy Hiller,Pygmalion {'Eliza Doolittle'},NO,,,,,,
1938 (11th),Actress -- Leading Role,Norma Shearer,Marie Antoinette {'Marie Antoinette'},NO,,,,,,
1938 (11th),Actress -- Leading Role,Margaret Sullavan,Three Comrades {'Pat Hollmann'},NO,,,,,,
1938 (11th),Actress -- Supporting Role,Fay Bainter,Jezebel {'Aunt Belle Massey'},YES,,,,,,
1938 (11th),Actress -- Supporting Role,Beulah Bondi,Of Human Hearts {'Mary Wilkins'},NO,,,,,,
1938 (11th),Actress -- Supporting Role,Billie Burke,Merrily We Live {'Mrs. Emily Kilbourne'},NO,,,,,,
1938 (11th),Actress -- Supporting Role,Spring Byington,You Can't Take It with You {'Penny Sycamore'},NO,,,,,,
1938 (11th),Actress -- Supporting Role,Miliza Korjus,The Great Waltz {'Carla Donner'},NO,,,,,,
1938 (11th),Acting (other),"To Deanna Durbin and Mickey Rooney for their significant contribution in bringing to the screen the spirit and personification of youth, and as juvenile players setting a high standard of ability and achievement.",,YES,,,,,,
1938 (11th),Animated Feature Film,"To Walt Disney for Snow White and the Seven Dwarfs, recognized as a significant screen innovation which has charmed millions and pioneered a great new entertainment field for the motion picture cartoon.",,YES,,,,,,
1938 (11th),Art Direction,The Adventures of Robin Hood,Carl J. Weyl,YES,,,,,,
1938 (11th),Art Direction,The Adventures of Tom Sawyer,Lyle Wheeler,NO,,,,,,
1938 (11th),Art Direction,Alexander's Ragtime Band,"Bernard Herzbrun, Boris Leven",NO,,,,,,
1938 (11th),Art Direction,Algiers,Alexander Toluboff,NO,,,,,,
1938 (11th),Art Direction,Carefree,Van Nest Polglase,NO,,,,,,
1938 (11th),Art Direction,The Goldwyn Follies,Richard Day,NO,,,,,,
1938 (11th),Art Direction,Holiday,"Stephen Goosson, Lionel Banks",NO,,,,,,
1938 (11th),Art Direction,If I Were King,"Hans Dreier, John Goodman",NO,,,,,,
1938 (11th),Art Direction,Mad about Music,Jack Otterson,NO,,,,,,
1938 (11th),Art Direction,Marie Antoinette,Cedric Gibbons,NO,,,,,,
1938 (11th),Art Direction,Merrily We Live,Charles D. Hall,NO,,,,,,
1938 (11th),Cinematography,Algiers,James Wong Howe,NO,,,,,,
1938 (11th),Cinematography,Army Girl,"Ernest Miller, Harry Wild",NO,,,,,,
1938 (11th),Cinematography,The Buccaneer,Victor Milner,NO,,,,,,
1938 (11th),Cinematography,The Great Waltz,Joseph Ruttenberg,YES,,,,,,
1938 (11th),Cinematography,Jezebel,Ernest Haller,NO,,,,,,
1938 (11th),Cinematography,Mad about Music,Joseph Valentine,NO,,,,,,
1938 (11th),Cinematography,Merrily We Live,Norbert Brodine,NO,,,,,,
1938 (11th),Cinematography,Suez,Peverell Marley,NO,,,,,,
1938 (11th),Cinematography,Vivacious Lady,Robert de Grasse,NO,,,,,,
1938 (11th),Cinematography,You Can't Take It with You,Joseph Walker,NO,,,,,,
1938 (11th),Cinematography,The Young in Heart,Leon Shamroy,NO,,,,,,
1938 (11th),Cinematography,"To Oliver Marsh and Allen Davey for the color cinematography of the Metro-Goldwyn-Mayer production, Sweethearts.",,YES,,,,,,
1938 (11th),Directing,Angels with Dirty Faces,Michael Curtiz,NO,,,,,,
1938 (11th),Directing,Boys Town,Norman Taurog,NO,,,,,,
1938 (11th),Directing,The Citadel,King Vidor,NO,,,,,,
1938 (11th),Directing,Four Daughters,Michael Curtiz,NO,,,,,,
1938 (11th),Directing,You Can't Take It with You,Frank Capra,YES,,,,,,
1938 (11th),Film Editing,The Adventures of Robin Hood,Ralph Dawson,YES,,,,,,
1938 (11th),Film Editing,Alexander's Ragtime Band,Barbara McLean,NO,,,,,,
1938 (11th),Film Editing,The Great Waltz,Tom Held,NO,,,,,,
1938 (11th),Film Editing,Test Pilot,Tom Held,NO,,,,,,
1938 (11th),Film Editing,You Can't Take It with You,Gene Havlick,NO,,,,,,
1938 (11th),Music (Scoring),The Adventures of Robin Hood,Erich Wolfgang Korngold,YES,,,,,,
1938 (11th),Music (Scoring),Army Girl,Victor Young,NO,,,,,,
1938 (11th),Music (Scoring),Block-Heads,Marvin Hatley,NO,,,,,,
1938 (11th),Music (Scoring),Blockade,Werner Janssen,NO,,,,,,
1938 (11th),Music (Scoring),Breaking the Ice,Victor Young,NO,,,,,,
1938 (11th),Music (Scoring),The Cowboy and the Lady,Alfred Newman,NO,,,,,,
1938 (11th),Music (Scoring),If I Were King,Richard Hageman,NO,,,,,,
1938 (11th),Music (Scoring),Marie Antoinette,Herbert Stothart,NO,,,,,,
1938 (11th),Music (Scoring),Pacific Liner,Russell Bennett,NO,,,,,,
1938 (11th),Music (Scoring),Suez,Louis Silvers,NO,,,,,,
1938 (11th),Music (Scoring),The Young in Heart,Franz Waxman,NO,,,,,,
1938 (11th),Music (Scoring),Alexander's Ragtime Band,Alfred Newman,YES,,,,,,
1938 (11th),Music (Scoring),Carefree,Victor Baravalle,NO,,,,,,
1938 (11th),Music (Scoring),Girls' School,"Morris Stoloff, Gregory Stone",NO,,,,,,
1938 (11th),Music (Scoring),The Goldwyn Follies,Alfred Newman,NO,,,,,,
1938 (11th),Music (Scoring),Jezebel,Max Steiner,NO,,,,,,
1938 (11th),Music (Scoring),Mad about Music,"Charles Previn, Frank Skinner",NO,,,,,,
1938 (11th),Music (Scoring),Storm over Bengal,Cy Feuer,NO,,,,,,
1938 (11th),Music (Scoring),Sweethearts,Herbert Stothart,NO,,,,,,
1938 (11th),Music (Scoring),There Goes My Heart,Marvin Hatley,NO,,,,,,
1938 (11th),Music (Scoring),Tropic Holiday,Boris Morros,NO,,,,,,
1938 (11th),Music (Scoring),The Young in Heart,Franz Waxman,NO,,,,,,
1938 (11th),Music (Song),Mannequin,Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright,NO,,,,,,
1938 (11th),Music (Song),Carefree,Music and Lyrics by Irving Berlin,NO,,,,,,
1938 (11th),Music (Song),The Cowboy and the Lady,Music by Lionel Newman; Lyrics by Arthur Quenzer,NO,,,,,,
1938 (11th),Music (Song),Under Western Stars,Music and Lyrics by Johnny Marvin,NO,,,,,,
1938 (11th),Music (Song),Going Places,Music by Harry Warren; Lyrics by Johnny Mercer,NO,,,,,,
1938 (11th),Music (Song),Merrily We Live,Music by Phil Charig; Lyrics by Arthur Quenzer,NO,,,,,,
1938 (11th),Music (Song),The Lady Objects,Music by Ben Oakland; Lyrics by Oscar Hammerstein II,NO,,,,,,
1938 (11th),Music (Song),That Certain Age,Music by Jimmy McHugh; Lyrics by Harold Adamson,NO,,,,,,
1938 (11th),Music (Song),Alexander's Ragtime Band,Music and Lyrics by Irving Berlin,NO,,,,,,
1938 (11th),Music (Song),The Big Broadcast of 1938,Music by Ralph Rainger; Lyrics by Leo Robin,YES,,,,,,
1938 (11th),Best Picture,The Adventures of Robin Hood,Warner Bros.-First National,NO,,,,,,
1938 (11th),Best Picture,Alexander's Ragtime Band,20th Century-Fox,NO,,,,,,
1938 (11th),Best Picture,Boys Town,Metro-Goldwyn-Mayer,NO,,,,,,
1938 (11th),Best Picture,The Citadel,Metro-Goldwyn-Mayer,NO,,,,,,
1938 (11th),Best Picture,Four Daughters,Warner Bros.-First National,NO,,,,,,
1938 (11th),Best Picture,Grand Illusion,Realization D'Art Cinematographique,NO,,,,,,
1938 (11th),Best Picture,Jezebel,Warner Bros.,NO,,,,,,
1938 (11th),Best Picture,Pygmalion,Metro-Goldwyn-Mayer,NO,,,,,,
1938 (11th),Best Picture,Test Pilot,Metro-Goldwyn-Mayer,NO,,,,,,
1938 (11th),Best Picture,You Can't Take It with You,Columbia,YES,,,,,,
1938 (11th),Short Film (Animated),Brave Little Tailor,"Walt Disney, Producer",NO,,,,,,
1938 (11th),Short Film (Animated),Ferdinand the Bull,"Walt Disney, Producer",YES,,,,,,
1938 (11th),Short Film (Animated),Good Scouts,"Walt Disney, Producer",NO,,,,,,
1938 (11th),Short Film (Animated),Hunky and Spunky,Paramount,NO,,,,,,
1938 (11th),Short Film (Animated),Mother Goose Goes Hollywood,"Walt Disney, Producer",NO,,,,,,
1938 (11th),Short Film (Live Action),The Great Heart,Metro-Goldwyn-Mayer,NO,,,,,,
1938 (11th),Short Film (Live Action),That Mothers Might Live,Metro-Goldwyn-Mayer,YES,,,,,,
1938 (11th),Short Film (Live Action),Timber Toppers,20th Century-Fox,NO,,,,,,
1938 (11th),Short Film (Live Action),Declaration of Independence,Warner Bros.,YES,,,,,,
1938 (11th),Short Film (Live Action),Swingtime in the Movies,Warner Bros.,NO,,,,,,
1938 (11th),Short Film (Live Action),They're Always Caught,Metro-Goldwyn-Mayer,NO,,,,,,
1938 (11th),Sound,Army Girl,"Republic Studio Sound Department, Charles L. Lootens, Sound Director",NO,,,,,,
1938 (11th),Sound,The Cowboy and the Lady,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",YES,,,,,,
1938 (11th),Sound,Four Daughters,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",NO,,,,,,
1938 (11th),Sound,If I Were King,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",NO,,,,,,
1938 (11th),Sound,Merrily We Live,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",NO,,,,,,
1938 (11th),Sound,Suez,"20th Century-Fox Studio Sound Department, Edmund H. Hansen, Sound Director",NO,,,,,,
1938 (11th),Sound,Sweethearts,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",NO,,,,,,
1938 (11th),Sound,That Certain Age,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",NO,,,,,,
1938 (11th),Sound,Vivacious Lady,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",NO,,,,,,
1938 (11th),Sound,You Can't Take It with You,"Columbia Studio Sound Department, John Livadary, Sound Director",NO,,,,,,
1938 (11th),Writing,Alexander's Ragtime Band,Irving Berlin,NO,,,,,,
1938 (11th),Writing,Angels with Dirty Faces,Rowland Brown,NO,,,,,,
1938 (11th),Writing,Blockade,John Howard Lawson,NO,,,,,,
1938 (11th),Writing,Boys Town,"Dore Schary, Eleanore Griffin",YES,,,,,,
1938 (11th),Writing,Mad about Music,"Marcella Burke, Frederick Kohner",NO,,,,,,
1938 (11th),Writing,Test Pilot,Frank Wead,NO,,,,,,
1938 (11th),Writing,Boys Town,"John Meehan, Dore Schary",NO,,,,,,
1938 (11th),Writing,The Citadel,"Ian Dalrymple, Frank Wead, Elizabeth Hill",NO,,,,,,
1938 (11th),Writing,Four Daughters,"Julius J. Epstein, Lenore Coffee",NO,,,,,,
1938 (11th),Writing,Pygmalion,"Screenplay and Dialogue by George Bernard Shaw; Adaptation by W. P. Lipscomb, Cecil Lewis, Ian Dalrymple",YES,,,,,,
1938 (11th),Writing,You Can't Take It with You,Robert Riskin,NO,,,,,,
1938 (11th),Honorary Award,"To Deanna Durbin and Mickey Rooney for their significant contribution in bringing to the screen the spirit and personification of youth, and as juvenile players setting a high standard of ability and achievement.",,YES,,,,,,
1938 (11th),Honorary Award,To Harry M. Warner in recognition of patriotic service in the production of historical short subjects presenting significant episodes in the early struggle of the American people for liberty.,,YES,,,,,,
1938 (11th),Honorary Award,"To Walt Disney for Snow White and the Seven Dwarfs, recognized as a significant screen innovation which has charmed millions and pioneered a great new entertainment field for the motion picture cartoon.",,YES,,,,,,
1938 (11th),Honorary Award,"To Oliver Marsh and Allen Davey for the color cinematography of the Metro-Goldwyn-Mayer production, Sweethearts.",,YES,,,,,,
1938 (11th),Honorary Award,"For outstanding achievement in creating Special Photographic and Sound Effects in the Paramount production, Spawn of the North. Special Effects by Gordon Jennings, assisted by Jan Domela, Dev Jennings, Irmin Roberts and Art Smith. Transparencies by Farciot Edouart, assisted by Loyal Griggs. Sound Effects by Loren Ryder, assisted by Harry Mills, Louis H. Mesenkop and Walter Oberst.",,YES,,,,,,
1938 (11th),Honorary Award,To J. Arthur Ball for his outstanding contributions to the advancement of color in Motion Picture Photography.,,YES,,,,,,
